site,year,georegion,season,num_plots_sampled,DERIMB,EVATRO,HENSPP,MEDAEQ,ORTKOE,PISOCH,PYCHEL,SOLSPP,ASTSPP,LETNAN,PATMIN,PISBRE,PISGIG
Pirates Cove,2019,AK Southeast,Summer,3,2,1,0,0,0,9,0,0,0,0,0,0,0
Pirates Cove,2020,AK Southeast,Summer,3,6,2,0,0,0,26,0,0,0,0,0,0,0
Sage Rock,2011,AK Southeast,Summer,3,0,3,0,0,0,56,0,0,0,0,0,0,0
Sage Rock,2012,AK Southeast,Spring,3,0,5,0,0,0,42,0,0,0,0,0,0,0
Sage Rock,2012,AK Southeast,Summer,3,0,59,0,0,0,50,0,0,0,0,0,0,0
Sage Rock,2013,AK Southeast,Summer,3,0,4,0,0,0,73,0,0,0,0,0,0,0
Sage Rock,2014,AK Southeast,Summer,3,0,1,0,0,0,31,0,0,0,0,0,0,0
Sage Rock,2015,AK Southeast,Summer,3,0,0,0,0,0,6,0,0,0,0,0,0,0
Sage Rock,2016,AK Southeast,Summer,3,0,16,0,0,0,23,0,0,0,0,0,0,0
Sage Rock,2017,AK Southeast,Summer,3,0,0,0,0,0,11,0,0,0,0,0,0,0
Sage Rock,2018,AK Southeast,Summer,3,0,5,0,0,0,13,0,0,0,0,0,0,0
Sage Rock,2019,AK Southeast,Summer,3,0,0,0,0,0,4,0,0,0,0,0,0,0
Sage Rock,2020,AK Southeast,Summer,3,0,1,0,0,0,1,0,0,0,0,0,0,0
Sage Rock,2021,AK Southeast,Summer,3,0,2,0,0,0,36,0,0,0,0,0,0,0
Andrew Molera,2001,CA Central,Fall,3,0,0,0,0,0,67,0,0,0,0,0,0,0
Andrew Molera,2002,CA Central,Fall,3,0,0,0,0,0,91,0,0,0,0,0,0,0
Andrew Molera,2002,CA Central,Spring,3,0,0,0,0,0,55,0,0,0,0,0,0,0
Andrew Molera,2003,CA Central,Fall,3,0,0,0,0,0,90,0,0,0,0,0,0,0
Andrew Molera,2003,CA Central,Spring,3,0,0,0,0,0,96,0,0,0,0,0,0,0
Andrew Molera,2004,CA Central,Fall,3,0,0,0,0,0,145,0,0,0,0,0,0,0
Andrew Molera,2004,CA Central,Spring,3,0,0,0,0,0,80,0,0,0,0,0,0,0
Andrew Molera,2005,CA Central,Fall,3,0,0,0,0,0,143,0,0,0,0,0,0,0
Andrew Molera,2005,CA Central,Spring,3,0,0,0,0,0,125,0,0,0,0,0,0,0
Andrew Molera,2006,CA Central,Fall,3,0,0,0,0,0,149,1,0,0,0,0,0,0
Andrew Molera,2006,CA Central,Spring,3,0,0,0,0,0,149,0,0,0,0,0,0,0
Andrew Molera,2007,CA Central,Fall,3,0,0,3,0,0,151,1,0,0,0,0,0,0
Andrew Molera,2007,CA Central,Spring,3,0,0,3,0,0,145,0,0,0,0,0,0,0
Andrew Molera,2008,CA Central,Fall,3,0,0,6,0,0,95,0,0,0,0,0,0,0
Andrew Molera,2008,CA Central,Spring,3,0,0,0,0,0,164,0,0,0,0,1,0,0
Andrew Molera,2009,CA Central,Fall,3,2,0,0,0,0,83,0,0,0,0,0,0,0
Andrew Molera,2009,CA Central,Spring,3,0,0,5,0,0,118,0,0,0,0,0,0,0
Andrew Molera,2010,CA Central,Fall,3,2,0,3,0,0,128,0,0,0,0,0,0,0
Andrew Molera,2010,CA Central,Spring,3,0,0,11,0,0,125,0,0,0,0,0,0,0
Andrew Molera,2011,CA Central,Fall,3,0,0,2,0,0,82,2,0,0,0,0,0,0
Andrew Molera,2011,CA Central,Spring,3,0,0,0,0,0,77,0,0,0,0,0,0,0
Andrew Molera,2012,CA Central,Spring,3,0,0,6,0,0,103,0,0,0,0,0,0,0
Andrew Molera,2013,CA Central,Fall,3,0,0,3,0,0,101,1,0,0,0,0,0,0
Andrew Molera,2013,CA Central,Spring,3,0,0,5,0,0,103,0,0,0,0,0,0,0
Andrew Molera,2014,CA Central,Fall,3,0,0,20,0,0,67,0,0,0,0,1,0,0
Andrew Molera,2014,CA Central,Spring,3,0,0,3,0,0,53,0,0,0,0,0,0,0
Andrew Molera,2015,CA Central,Fall,3,0,0,6,0,0,140,0,0,0,0,2,0,0
Andrew Molera,2015,CA Central,Spring,3,0,0,5,0,0,64,0,0,0,0,0,0,0
Andrew Molera,2016,CA Central,Spring,3,0,0,12,0,0,99,0,0,0,0,5,0,0
Andrew Molera,2017,CA Central,Spring,3,0,0,1,0,0,113,0,0,0,0,2,0,0
Andrew Molera,2018,CA Central,Spring,3,0,0,3,0,0,73,0,0,0,0,1,0,0
Andrew Molera,2019,CA Central,Spring,3,0,0,3,0,0,42,0,0,0,0,0,0,0
Andrew Molera,2020,CA Central,Fall,3,0,0,2,0,0,48,0,0,0,0,1,0,0
Andrew Molera,2020,CA Central,Spring,3,0,0,1,0,0,59,0,0,0,0,0,0,0
Andrew Molera,2021,CA Central,Fall,3,0,0,1,0,0,44,0,0,0,0,0,0,0
Andrew Molera,2021,CA Central,Spring,3,0,0,2,0,0,38,0,0,0,0,0,0,0
Boat House,1992,CA Central,Fall,3,0,0,0,0,0,146,2,0,0,0,35,0,1
Boat House,1992,CA Central,Spring,3,0,0,0,0,0,104,2,0,0,0,13,0,4
Boat House,1993,CA Central,Fall,3,0,0,0,0,0,91,0,0,0,0,20,0,0
Boat House,1993,CA Central,Spring,3,0,0,0,0,0,99,0,0,0,0,18,0,0
Boat House,1994,CA Central,Fall,3,0,0,0,0,0,105,0,0,0,0,46,0,0
Boat House,1994,CA Central,Spring,3,0,0,0,0,0,70,0,0,0,0,25,0,0
Boat House,1995,CA Central,Fall,3,0,0,0,0,0,76,0,0,0,0,19,0,0
Boat House,1995,CA Central,Spring,3,0,0,0,0,0,93,0,0,0,0,31,0,0
Boat House,1996,CA Central,Fall,3,0,0,0,0,0,93,0,0,0,0,36,0,0
Boat House,1996,CA Central,Spring,3,0,0,0,0,0,102,0,0,0,0,44,0,0
Boat House,1997,CA Central,Fall,3,0,0,0,0,0,92,0,0,0,0,18,0,0
Boat House,1997,CA Central,Spring,3,0,0,0,0,0,107,0,0,0,0,24,0,0
Boat House,1998,CA Central,Fall,3,0,0,0,0,0,84,0,0,0,0,10,0,0
Boat House,1998,CA Central,Spring,3,0,0,0,0,0,67,0,0,0,0,5,0,0
Boat House,1999,CA Central,Fall,3,0,0,0,0,0,86,0,0,0,0,14,0,0
Boat House,1999,CA Central,Spring,3,0,0,0,0,0,29,0,0,0,0,0,0,0
Boat House,2000,CA Central,Fall,3,0,0,0,0,0,140,0,0,0,0,17,0,1
Boat House,2000,CA Central,Spring,3,0,0,0,0,0,80,0,0,0,0,7,0,0
Boat House,2001,CA Central,Fall,3,0,0,0,0,0,87,0,0,0,0,0,0,0
Boat House,2001,CA Central,Spring,3,0,0,0,0,0,150,0,0,0,0,7,0,0
Boat House,2002,CA Central,Fall,3,0,0,0,0,0,109,0,0,0,0,6,0,0
Boat House,2002,CA Central,Spring,3,0,0,0,0,0,67,0,0,0,0,9,0,0
Boat House,2003,CA Central,Fall,3,0,0,0,0,0,66,0,0,0,0,16,0,1
Boat House,2003,CA Central,Spring,3,0,0,0,0,0,77,0,0,0,0,9,0,1
Boat House,2004,CA Central,Fall,3,0,0,0,0,0,86,0,0,0,0,0,0,0
Boat House,2004,CA Central,Spring,3,0,0,0,0,0,108,0,0,0,0,6,0,0
Boat House,2005,CA Central,Fall,3,0,0,0,0,0,76,0,0,0,0,3,0,1
Boat House,2005,CA Central,Spring,3,0,0,0,0,0,100,0,0,0,0,0,0,0
Boat House,2006,CA Central,Fall,3,0,0,0,0,0,109,0,0,0,0,13,0,2
Boat House,2006,CA Central,Spring,3,0,0,0,0,0,126,0,0,0,0,0,0,0
Boat House,2007,CA Central,Fall,3,0,0,0,0,0,135,0,0,0,0,15,0,0
Boat House,2007,CA Central,Spring,3,0,0,0,0,0,123,0,0,0,0,0,0,0
Boat House,2008,CA Central,Fall,3,0,0,0,0,0,158,0,0,0,0,18,0,0
Boat House,2008,CA Central,Spring,3,0,0,0,0,0,131,0,0,0,0,20,0,0
Boat House,2009,CA Central,Fall,3,0,0,0,0,0,121,0,0,0,0,18,0,0
Boat House,2009,CA Central,Spring,3,0,0,0,0,0,148,0,0,0,0,11,0,0
Boat House,2010,CA Central,Fall,3,0,0,0,0,0,106,0,0,0,0,16,0,0
Boat House,2010,CA Central,Spring,3,0,0,0,0,0,125,0,0,0,0,10,0,1
Boat House,2011,CA Central,Fall,3,0,0,0,0,0,77,0,0,0,0,8,0,0
Boat House,2011,CA Central,Spring,3,0,0,0,0,0,97,0,0,0,0,8,0,0
Boat House,2012,CA Central,Fall,3,0,0,0,0,0,84,0,0,0,0,16,0,0
Boat House,2012,CA Central,Spring,3,0,0,0,0,0,86,0,0,0,0,21,0,0
Boat House,2013,CA Central,Fall,3,0,0,0,0,0,79,0,0,0,0,11,0,0
Boat House,2013,CA Central,Spring,3,0,0,0,0,0,91,0,0,0,0,11,0,1
Boat House,2014,CA Central,Fall,3,0,0,0,0,0,10,0,0,0,0,5,0,1
Boat House,2014,CA Central,Spring,3,0,0,0,0,0,7,0,0,0,0,12,0,0
Boat House,2015,CA Central,Fall,3,0,0,0,0,0,18,0,0,0,0,0,0,0
Boat House,2015,CA Central,Spring,3,0,0,0,0,0,14,0,0,0,0,3,0,0
Boat House,2016,CA Central,Fall,3,0,0,0,0,0,24,0,0,0,0,0,0,1
Boat House,2016,CA Central,Spring,3,0,0,0,0,0,13,0,0,0,0,2,0,0
Boat House,2017,CA Central,Fall,3,0,0,0,0,0,10,0,0,0,0,2,0,0
Boat House,2018,CA Central,Fall,3,0,0,0,0,0,19,0,0,0,0,2,0,0
Boat House,2019,CA Central,Fall,3,1,0,0,0,0,10,0,0,0,0,6,0,0
Boat House,2020,CA Central,Fall,3,0,0,0,0,0,9,0,0,0,0,15,0,0
Boat House,2021,CA Central,Fall,3,0,0,0,0,0,15,0,0,0,0,15,0,0
Cayucos,1995,CA Central,Fall,3,0,0,0,0,0,43,0,0,0,0,0,0,0
Cayucos,1996,CA Central,Fall,3,0,0,0,0,0,12,0,0,0,0,0,0,0
Cayucos,1996,CA Central,Spring,3,0,0,0,0,0,10,0,0,0,0,0,0,0
Cayucos,1997,CA Central,Fall,3,0,0,0,0,0,28,0,0,0,0,0,0,0
Cayucos,1997,CA Central,Spring,3,0,0,0,0,0,12,0,0,0,0,0,0,0
Cayucos,1998,CA Central,Fall,3,0,0,0,0,0,29,1,0,0,0,0,0,0
Cayucos,1998,CA Central,Spring,3,0,0,0,0,0,11,0,0,0,0,0,0,0
Cayucos,1999,CA Central,Fall,3,0,0,0,0,0,13,0,0,0,0,0,0,0
Cayucos,1999,CA Central,Spring,3,0,0,0,0,0,10,0,0,0,0,0,0,0
Cayucos,2000,CA Central,Fall,3,0,0,0,0,0,33,1,0,0,0,0,0,0
Cayucos,2000,CA Central,Spring,3,0,0,0,0,0,13,0,0,0,0,0,0,0
Cayucos,2001,CA Central,Fall,3,0,0,0,0,0,39,0,0,0,0,0,0,0
Cayucos,2001,CA Central,Spring,3,0,0,0,0,0,28,0,0,0,0,0,0,0
Cayucos,2002,CA Central,Fall,3,0,0,0,0,0,58,0,0,0,0,0,0,0
Cayucos,2002,CA Central,Spring,3,0,0,0,0,0,31,0,0,0,0,0,0,0
Cayucos,2003,CA Central,Fall,3,0,0,0,0,0,65,0,0,0,0,0,0,0
Cayucos,2003,CA Central,Spring,3,0,0,0,0,0,60,0,0,0,0,0,0,0
Cayucos,2004,CA Central,Fall,3,0,0,0,0,0,103,0,0,0,0,0,0,0
Cayucos,2004,CA Central,Spring,3,0,0,0,0,0,47,0,0,0,0,0,0,0
Cayucos,2005,CA Central,Fall,3,0,0,0,0,0,84,0,0,0,0,0,0,0
Cayucos,2005,CA Central,Spring,3,0,0,0,0,0,51,0,0,0,0,0,0,0
Cayucos,2006,CA Central,Fall,3,0,0,0,0,0,90,0,0,0,0,0,0,0
Cayucos,2006,CA Central,Spring,3,0,0,0,0,0,65,0,0,0,0,0,0,0
Cayucos,2007,CA Central,Fall,3,0,0,0,0,0,89,0,0,0,0,0,0,0
Cayucos,2007,CA Central,Spring,3,0,0,0,0,0,74,0,0,0,0,0,0,0
Cayucos,2008,CA Central,Fall,3,0,0,0,0,0,89,0,0,0,0,0,0,0
Cayucos,2008,CA Central,Spring,3,0,0,0,0,0,73,0,0,0,0,0,0,0
Cayucos,2009,CA Central,Fall,3,0,0,0,0,0,76,0,0,0,0,0,0,0
Cayucos,2009,CA Central,Spring,3,0,0,0,0,0,64,0,0,0,0,0,0,0
Cayucos,2010,CA Central,Fall,3,0,0,5,0,0,58,0,0,0,0,0,0,0
Cayucos,2010,CA Central,Spring,3,0,0,0,0,0,50,0,0,0,0,0,0,0
Cayucos,2011,CA Central,Fall,3,0,0,0,0,0,45,0,0,0,0,0,0,0
Cayucos,2011,CA Central,Spring,3,0,0,1,0,0,41,0,0,0,0,0,0,0
Cayucos,2012,CA Central,Fall,3,0,0,0,0,0,48,0,0,0,0,0,0,0
Cayucos,2012,CA Central,Spring,3,0,0,0,0,0,36,0,0,0,0,0,0,0
Cayucos,2013,CA Central,Fall,3,0,0,4,0,0,28,0,0,0,0,0,0,0
Cayucos,2013,CA Central,Spring,3,0,0,4,0,0,32,0,0,0,0,0,0,0
Cayucos,2014,CA Central,Fall,3,0,0,3,0,0,0,0,0,0,0,0,0,0
Cayucos,2014,CA Central,Spring,3,0,0,1,0,0,5,0,0,0,0,0,0,0
Cayucos,2015,CA Central,Fall,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Cayucos,2015,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayucos,2016,CA Central,Fall,3,0,0,1,0,0,3,0,0,0,0,0,0,0
Cayucos,2016,CA Central,Spring,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Cayucos,2017,CA Central,Fall,3,0,0,1,0,0,5,0,0,0,0,0,0,0
Cayucos,2018,CA Central,Fall,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Cayucos,2019,CA Central,Fall,3,0,0,4,0,0,0,0,0,0,0,0,0,0
Cayucos,2020,CA Central,Fall,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayucos,2021,CA Central,Fall,3,0,0,0,0,0,0,0,0,0,0,0,0,0
China Rocks,2018,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,3,0,0
China Rocks,2020,CA Central,Spring,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Davenport Landing,2007,CA Central,Fall,3,0,0,0,0,0,98,0,0,0,0,0,0,0
Davenport Landing,2008,CA Central,Spring,3,0,0,0,0,0,68,0,0,0,0,0,0,0
Davenport Landing,2009,CA Central,Spring,3,0,0,0,0,0,58,0,0,0,0,0,0,0
Davenport Landing,2011,CA Central,Fall,3,0,0,0,0,0,26,0,0,0,0,0,0,0
Davenport Landing,2017,CA Central,Fall,3,0,0,0,0,0,77,0,0,0,0,0,0,0
Davenport Landing,2020,CA Central,Spring,3,0,0,0,0,0,33,0,0,0,0,0,0,0
Garrapata,2007,CA Central,Fall,3,0,0,9,0,0,52,0,0,0,0,1,0,0
Garrapata,2008,CA Central,Spring,3,0,0,1,0,0,29,0,0,0,0,0,0,0
Garrapata,2009,CA Central,Spring,3,0,0,4,0,0,41,0,0,0,0,0,1,0
Garrapata,2011,CA Central,Fall,3,0,0,0,0,0,30,0,0,0,0,0,0,0
Garrapata,2018,CA Central,Spring,3,0,0,6,0,0,3,0,0,0,0,1,0,0
Garrapata,2020,CA Central,Spring,3,0,0,0,0,0,1,0,0,0,0,2,0,0
Hazards,1995,CA Central,Fall,3,0,0,0,0,0,34,0,0,0,0,0,0,0
Hazards,1996,CA Central,Fall,3,0,0,0,0,0,67,0,0,0,0,0,0,0
Hazards,1996,CA Central,Spring,3,0,0,0,0,0,162,0,0,0,0,0,0,0
Hazards,1997,CA Central,Fall,3,0,0,0,0,0,115,0,0,0,0,0,0,0
Hazards,1997,CA Central,Spring,3,0,0,0,0,0,67,0,0,0,0,0,0,0
Hazards,1998,CA Central,Fall,3,0,0,0,0,0,152,0,0,0,0,0,0,0
Hazards,1998,CA Central,Spring,3,0,0,0,0,0,85,0,0,0,0,0,0,0
Hazards,1999,CA Central,Fall,3,0,0,0,0,0,67,0,0,0,0,1,0,0
Hazards,1999,CA Central,Spring,3,0,0,0,0,0,165,0,0,0,0,0,0,0
Hazards,2000,CA Central,Fall,3,0,0,0,0,0,114,0,0,0,0,0,0,0
Hazards,2000,CA Central,Spring,3,0,0,0,0,0,70,0,0,0,0,0,0,0
Hazards,2001,CA Central,Fall,3,0,0,0,0,0,124,0,0,0,0,0,0,0
Hazards,2001,CA Central,Spring,3,0,0,0,0,0,92,0,0,0,0,0,0,0
Hazards,2002,CA Central,Fall,3,0,0,0,0,0,72,0,0,0,0,0,0,0
Hazards,2002,CA Central,Spring,3,0,0,0,0,0,59,0,0,0,0,0,0,0
Hazards,2003,CA Central,Fall,3,0,0,0,0,0,160,0,0,0,0,0,0,0
Hazards,2003,CA Central,Spring,3,0,0,0,0,0,48,0,0,0,0,0,0,0
Hazards,2004,CA Central,Fall,3,0,0,0,0,0,107,0,0,0,0,0,0,0
Hazards,2004,CA Central,Spring,3,0,0,0,0,0,136,0,0,0,0,0,0,0
Hazards,2005,CA Central,Fall,3,0,0,0,0,0,100,0,0,0,0,0,0,0
Hazards,2005,CA Central,Spring,3,0,0,0,0,0,62,0,0,0,0,0,0,0
Hazards,2006,CA Central,Fall,3,0,0,0,0,0,285,0,0,0,0,0,0,0
Hazards,2006,CA Central,Spring,3,0,0,0,0,0,142,0,0,0,0,0,0,0
Hazards,2007,CA Central,Fall,3,0,0,0,0,0,340,0,0,0,0,0,0,0
Hazards,2007,CA Central,Spring,3,0,0,0,0,0,294,0,0,0,0,0,0,0
Hazards,2008,CA Central,Fall,3,0,0,0,0,0,266,0,0,0,0,0,1,0
Hazards,2008,CA Central,Spring,3,0,0,0,0,0,216,0,0,0,0,0,0,0
Hazards,2009,CA Central,Fall,3,0,0,0,0,0,234,0,0,0,0,0,0,0
Hazards,2009,CA Central,Spring,3,0,0,0,0,0,220,1,0,0,0,0,0,0
Hazards,2010,CA Central,Fall,3,0,0,0,0,0,127,0,0,0,0,0,0,0
Hazards,2010,CA Central,Spring,3,0,0,0,0,0,156,0,0,0,0,0,0,0
Hazards,2011,CA Central,Fall,3,0,0,0,0,0,70,0,0,0,0,0,0,0
Hazards,2011,CA Central,Spring,3,0,0,0,0,0,108,0,0,0,0,0,0,0
Hazards,2012,CA Central,Fall,3,0,0,0,0,0,81,0,0,0,0,0,0,0
Hazards,2012,CA Central,Spring,3,0,0,0,0,0,75,0,0,0,0,0,0,0
Hazards,2013,CA Central,Fall,3,0,0,0,0,0,36,0,0,0,0,0,0,0
Hazards,2013,CA Central,Spring,3,0,0,0,0,0,38,2,0,0,0,0,0,0
Hazards,2014,CA Central,Fall,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Hazards,2014,CA Central,Spring,3,0,0,0,0,0,17,0,0,0,0,0,0,0
Hazards,2015,CA Central,Fall,3,0,0,0,0,0,2,0,0,0,0,1,0,0
Hazards,2015,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Hazards,2016,CA Central,Fall,3,0,0,0,0,0,12,0,0,0,0,0,0,0
Hazards,2016,CA Central,Spring,3,0,0,0,0,0,4,0,0,0,0,0,0,0
Hazards,2017,CA Central,Fall,2,0,0,0,0,0,14,0,0,0,0,0,0,0
Hazards,2018,CA Central,Fall,3,0,0,0,0,0,30,0,0,0,0,1,0,0
Hazards,2019,CA Central,Fall,3,0,0,0,0,0,39,0,0,0,0,0,0,0
Hazards,2020,CA Central,Fall,3,0,0,0,0,0,12,0,0,0,0,0,0,0
Hazards,2021,CA Central,Fall,3,0,0,0,0,0,10,0,0,0,0,0,0,0
Hopkins,2001,CA Central,Fall,3,0,0,0,0,0,64,0,0,0,0,0,0,0
Hopkins,2002,CA Central,Fall,3,0,0,0,0,0,93,0,0,0,0,0,0,0
Hopkins,2002,CA Central,Spring,3,0,0,0,0,0,28,0,0,0,0,0,0,0
Hopkins,2003,CA Central,Fall,3,0,0,0,0,0,99,0,0,0,0,0,0,0
Hopkins,2003,CA Central,Spring,3,0,0,0,0,0,69,0,0,0,0,0,0,0
Hopkins,2004,CA Central,Fall,3,0,0,0,0,0,109,0,0,0,0,0,0,0
Hopkins,2004,CA Central,Spring,3,0,0,0,0,0,70,0,0,0,0,0,0,0
Hopkins,2005,CA Central,Fall,3,0,0,0,0,0,88,1,0,0,0,1,0,1
Hopkins,2005,CA Central,Spring,3,0,0,0,0,0,100,0,0,0,0,0,0,0
Hopkins,2006,CA Central,Fall,3,0,0,0,0,0,145,0,0,0,0,0,0,1
Hopkins,2006,CA Central,Spring,3,0,0,0,0,0,76,0,0,0,0,0,0,0
Hopkins,2007,CA Central,Fall,3,0,0,5,0,0,117,0,0,0,0,7,0,0
Hopkins,2007,CA Central,Spring,3,1,0,0,0,0,153,0,0,0,0,1,0,0
Hopkins,2008,CA Central,Fall,3,2,0,2,0,0,118,1,0,0,0,3,0,0
Hopkins,2008,CA Central,Spring,3,0,0,2,0,0,67,0,0,0,0,1,0,0
Hopkins,2009,CA Central,Fall,3,0,0,8,0,0,101,0,0,0,0,1,0,0
Hopkins,2009,CA Central,Spring,3,0,0,0,0,0,96,0,0,0,0,1,0,0
Hopkins,2010,CA Central,Fall,3,0,0,3,0,0,38,0,0,0,0,3,0,0
Hopkins,2010,CA Central,Spring,3,0,0,0,0,0,57,0,0,0,0,2,0,0
Hopkins,2011,CA Central,Fall,3,0,0,0,0,0,20,0,0,0,0,0,0,0
Hopkins,2011,CA Central,Spring,3,0,0,0,0,0,23,0,0,0,0,0,0,0
Hopkins,2012,CA Central,Spring,3,0,0,4,0,0,23,0,0,0,0,0,0,0
Hopkins,2013,CA Central,Fall,3,0,0,5,0,0,30,0,0,0,0,4,0,1
Hopkins,2013,CA Central,Spring,3,0,0,6,0,0,29,0,0,0,0,0,0,0
Hopkins,2014,CA Central,Fall,3,0,0,3,0,0,8,0,0,0,0,10,0,0
Hopkins,2014,CA Central,Spring,3,0,0,16,0,0,20,0,0,0,0,6,0,0
Hopkins,2015,CA Central,Fall,3,0,0,5,0,0,11,0,0,0,0,24,0,0
Hopkins,2015,CA Central,Spring,3,0,0,1,0,0,18,0,0,0,0,11,0,1
Hopkins,2016,CA Central,Spring,3,0,0,2,0,0,17,0,0,0,0,22,0,0
Hopkins,2017,CA Central,Spring,3,0,0,0,0,0,9,0,0,0,0,1,0,0
Hopkins,2018,CA Central,Spring,3,0,0,0,0,0,19,0,0,0,0,10,0,0
Hopkins,2019,CA Central,Spring,3,0,0,1,0,0,20,0,0,0,0,6,0,1
Hopkins,2020,CA Central,Fall,3,0,0,2,0,0,15,0,0,0,0,10,0,0
Hopkins,2020,CA Central,Spring,3,0,0,6,0,0,19,0,0,0,0,18,0,0
Hopkins,2021,CA Central,Spring,3,0,0,0,0,0,10,0,0,0,0,0,0,1
Lompoc Landing,2014,CA Central,Summer,1,0,0,1,0,0,24,0,0,0,0,0,0,0
Lompoc Landing,2015,CA Central,Spring,2,0,0,0,0,0,14,0,0,0,0,0,0,0
Lompoc Landing,2018,CA Central,Winter,1,0,0,0,0,0,112,0,0,0,0,0,0,0
Mill Creek,1999,CA Central,Fall,3,0,0,0,0,0,148,0,0,0,0,0,0,0
Mill Creek,2000,CA Central,Fall,3,0,0,0,0,0,145,0,0,0,0,0,0,0
Mill Creek,2000,CA Central,Spring,3,0,0,0,0,0,143,0,0,0,0,0,0,0
Mill Creek,2001,CA Central,Fall,3,0,0,0,0,0,171,0,0,0,0,0,0,0
Mill Creek,2001,CA Central,Spring,3,0,0,0,0,0,160,0,0,0,0,0,0,0
Mill Creek,2002,CA Central,Fall,3,0,0,0,0,0,331,0,0,0,0,0,0,0
Mill Creek,2002,CA Central,Spring,3,0,0,0,0,0,335,0,0,0,0,0,0,0
Mill Creek,2003,CA Central,Fall,3,0,0,0,0,0,175,0,0,0,0,0,0,0
Mill Creek,2003,CA Central,Spring,3,0,0,0,0,0,248,0,0,0,0,0,0,0
Mill Creek,2004,CA Central,Fall,3,0,0,0,0,0,321,0,0,0,0,0,0,0
Mill Creek,2004,CA Central,Spring,3,0,0,0,0,0,339,0,0,0,0,0,0,0
Mill Creek,2005,CA Central,Fall,3,0,0,0,0,0,457,0,0,0,0,0,0,0
Mill Creek,2005,CA Central,Spring,3,0,0,0,0,0,407,0,0,0,0,0,0,0
Mill Creek,2006,CA Central,Fall,3,0,0,0,0,0,475,0,0,0,0,0,0,0
Mill Creek,2006,CA Central,Spring,3,0,0,0,0,0,434,0,0,0,0,1,0,0
Mill Creek,2007,CA Central,Spring,3,0,0,3,0,0,373,0,0,0,0,0,0,0
Mill Creek,2008,CA Central,Fall,3,0,0,7,0,0,354,0,0,0,0,0,0,0
Mill Creek,2008,CA Central,Spring,3,0,0,1,0,0,372,0,0,0,0,0,0,0
Mill Creek,2009,CA Central,Fall,3,0,0,1,0,0,221,0,0,0,0,0,0,0
Mill Creek,2009,CA Central,Spring,3,0,0,4,0,0,287,0,0,0,0,0,0,0
Mill Creek,2010,CA Central,Fall,3,0,0,7,0,0,136,0,0,0,0,0,0,0
Mill Creek,2010,CA Central,Spring,3,0,0,1,0,0,184,0,0,0,0,0,0,0
Mill Creek,2011,CA Central,Fall,3,0,0,8,0,0,102,0,0,0,0,0,0,0
Mill Creek,2011,CA Central,Spring,3,0,0,0,0,0,159,0,0,0,0,1,0,0
Mill Creek,2012,CA Central,Spring,3,0,0,2,0,0,152,0,0,0,0,0,0,0
Mill Creek,2013,CA Central,Fall,3,0,0,19,0,0,339,0,0,0,0,1,0,0
Mill Creek,2013,CA Central,Spring,3,0,0,11,0,0,250,0,0,0,0,0,0,0
Mill Creek,2014,CA Central,Fall,3,0,0,58,0,0,226,0,0,0,0,0,0,0
Mill Creek,2014,CA Central,Spring,3,0,0,26,0,0,162,0,0,0,0,1,0,0
Mill Creek,2015,CA Central,Fall,3,0,0,14,0,0,176,0,0,0,0,1,0,0
Mill Creek,2015,CA Central,Spring,3,0,0,27,0,0,309,0,0,0,0,0,0,0
Mill Creek,2016,CA Central,Spring,3,0,0,18,0,0,171,0,0,0,0,4,0,0
Mill Creek,2017,CA Central,Spring,3,0,0,19,0,0,282,0,0,0,0,1,0,0
Mill Creek,2018,CA Central,Spring,3,0,0,6,0,0,189,0,0,0,0,1,0,0
Mill Creek,2019,CA Central,Spring,3,0,0,22,0,0,98,0,0,0,0,5,0,0
Mill Creek,2020,CA Central,Fall,3,0,0,0,0,0,91,0,0,0,0,1,0,0
Mill Creek,2020,CA Central,Spring,3,0,0,9,0,0,132,0,0,0,0,3,0,0
Mill Creek,2021,CA Central,Fall,3,0,0,7,0,0,73,0,0,0,0,4,0,0
Mill Creek,2021,CA Central,Spring,3,0,0,3,0,0,101,0,0,0,0,3,0,0
Natural Bridges,2008,CA Central,Spring,3,0,0,0,0,0,186,0,0,0,0,0,0,0
Natural Bridges,2009,CA Central,Spring,3,0,0,0,0,0,133,0,0,0,0,0,0,0
Natural Bridges,2011,CA Central,Fall,3,0,0,0,0,0,115,0,0,0,0,0,0,0
Occulto,2000,CA Central,Fall,1,0,0,0,0,0,67,0,0,0,0,0,0,0
Occulto,2000,CA Central,Spring,1,0,0,0,0,0,120,0,0,0,0,0,0,0
Occulto,2001,CA Central,Fall,1,0,0,0,0,0,18,0,0,0,0,0,0,0
Occulto,2001,CA Central,Spring,1,0,0,0,0,0,68,0,0,0,0,0,0,0
Occulto,2002,CA Central,Fall,1,0,0,0,0,0,134,0,0,0,0,0,0,0
