Site_Code,Site_Name,Sample_Date,Year_Sampled,Quadrat_Num,Elevation,Species_Name,Percent_Cover
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,3,Upper (1.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),Acrosiphonia sp.,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),Alaria marginata,60
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),Anthopleura xanthogrammica,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),barnacle,76
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),Devalerea sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),encrusting bryozoan,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),encrusting coralline algae,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),Fucus distichus,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),Odonthalia / Neorhodomela sp.,12
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Mid (0.5 m MLLW),Ulva / Monostroma sp.,24
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Upper (1.5 m MLLW),Anthopleura xanthogrammica,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Upper (1.5 m MLLW),bare substrate,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Upper (1.5 m MLLW),barnacle,40
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Upper (1.5 m MLLW),Fucus distichus,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Upper (1.5 m MLLW),Mytilus trossulus,64
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Upper (1.5 m MLLW),Odonthalia / Neorhodomela sp.,20
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,4,Upper (1.5 m MLLW),Polyostea / Polysiphonia sp.,20
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),Alaria marginata,92
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),Anthopleura xanthogrammica,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),barnacle,72
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),encrusting bryozoan,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),encrusting coralline algae,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),Mastocarpus sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),Odonthalia / Neorhodomela sp.,24
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),Pododesmus macroschisma,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),Tokidadendron bullatum,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),Ulva / Monostroma sp.,12
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Mid (0.5 m MLLW),unidentified hydroid,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Upper (1.5 m MLLW),bare substrate,36
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Upper (1.5 m MLLW),barnacle,20
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Upper (1.5 m MLLW),Fucus distichus,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Upper (1.5 m MLLW),Mytilus trossulus,60
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Upper (1.5 m MLLW),Odonthalia / Neorhodomela sp.,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,5,Upper (1.5 m MLLW),Polyostea / Polysiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),Acrosiphonia sp.,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),Alaria marginata,28
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),bare substrate,20
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),barnacle,76
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),Devalerea sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),encrusting bryozoan,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),encrusting coralline algae,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),Odonthalia / Neorhodomela sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Mid (0.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Upper (1.5 m MLLW),bare substrate,88
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Upper (1.5 m MLLW),barnacle,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Upper (1.5 m MLLW),Mytilus trossulus,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,6,Upper (1.5 m MLLW),Polyostea / Polysiphonia sp.,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),Acrosiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),Alaria marginata,76
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),barnacle,96
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),Devalerea sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),encrusting bryozoan,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),Fucus distichus,36
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),Mytilus trossulus,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),Odonthalia / Neorhodomela sp.,60
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,20
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),Tokidadendron bullatum,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Mid (0.5 m MLLW),unidentified hydroid,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Upper (1.5 m MLLW),Alaria marginata,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Upper (1.5 m MLLW),bare substrate,60
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Upper (1.5 m MLLW),barnacle,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Upper (1.5 m MLLW),Mytilus trossulus,12
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Upper (1.5 m MLLW),Odonthalia / Neorhodomela sp.,12
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Upper (1.5 m MLLW),Polyostea / Polysiphonia sp.,12
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Upper (1.5 m MLLW),Soranthera ulvoidea,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,7,Upper (1.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),Acrosiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),Alaria marginata,56
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),barnacle,100
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),Devalerea sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),encrusting bryozoan,20
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),Fucus distichus,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),Mazzaella sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),Odonthalia / Neorhodomela sp.,44
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),Phycodrys fimbriata,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,16
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),Ptilota sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Mid (0.5 m MLLW),unidentified hydroid,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Upper (1.5 m MLLW),bare substrate,80
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania sp.,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Upper (1.5 m MLLW),encrusting coralline algae,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Upper (1.5 m MLLW),Endocladia muricata,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Upper (1.5 m MLLW),Fucus distichus,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Upper (1.5 m MLLW),Gloiopeltis furcata,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Upper (1.5 m MLLW),Mytilus trossulus,16
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,8,Upper (1.5 m MLLW),Odonthalia / Neorhodomela sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),Acrosiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),Alaria marginata,12
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),Anthopleura xanthogrammica,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),barnacle,96
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),Devalerea sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),encrusting bryozoan,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),encrusting coralline algae,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),Fucus distichus,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),Hiatella arctica,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),Modiolus modiolus,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),Odonthalia / Neorhodomela sp.,40
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),Tokidadendron bullatum,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Mid (0.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Upper (1.5 m MLLW),Alaria marginata,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Upper (1.5 m MLLW),bare substrate,92
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Upper (1.5 m MLLW),barnacle,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Upper (1.5 m MLLW),Odonthalia / Neorhodomela sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,9,Upper (1.5 m MLLW),Polyostea / Polysiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),Acrosiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),Alaria marginata,40
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),barnacle,84
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),Devalerea sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),encrusting coralline algae,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),Fucus distichus,20
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),non-coralline algal crust,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),Odonthalia / Neorhodomela sp.,48
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),Phycodrys fimbriata,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,12
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),Tokidadendron bullatum,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Mid (0.5 m MLLW),unidentified hydroid,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Upper (1.5 m MLLW),Acrosiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Upper (1.5 m MLLW),barnacle,84
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Upper (1.5 m MLLW),Fucus distichus,64
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Upper (1.5 m MLLW),Odonthalia / Neorhodomela sp.,40
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Upper (1.5 m MLLW),Polyostea / Polysiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Upper (1.5 m MLLW),Soranthera ulvoidea,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,10,Upper (1.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),Acrosiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),Alaria marginata,52
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),barnacle,96
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),Devalerea sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),encrusting bryozoan,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),encrusting coralline algae,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),Fucus distichus,32
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),Mastocarpus sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),Odonthalia / Neorhodomela sp.,52
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),Tokidadendron bullatum,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Mid (0.5 m MLLW),unidentified hydroid,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Upper (1.5 m MLLW),bare substrate,12
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Upper (1.5 m MLLW),barnacle,80
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Upper (1.5 m MLLW),Fucus distichus,12
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Upper (1.5 m MLLW),Odonthalia / Neorhodomela sp.,36
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Upper (1.5 m MLLW),Polyostea / Polysiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Upper (1.5 m MLLW),Soranthera ulvoidea,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,11,Upper (1.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Mid (0.5 m MLLW),Alaria marginata,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Mid (0.5 m MLLW),barnacle,96
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Mid (0.5 m MLLW),Devalerea sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Mid (0.5 m MLLW),encrusting bryozoan,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Mid (0.5 m MLLW),encrusting coralline algae,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Mid (0.5 m MLLW),Fucus distichus,96
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Mid (0.5 m MLLW),Mastocarpus sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Mid (0.5 m MLLW),Mytilus trossulus,24
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Mid (0.5 m MLLW),Odonthalia / Neorhodomela sp.,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Mid (0.5 m MLLW),Ulva / Monostroma sp.,8
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Upper (1.5 m MLLW),bare substrate,32
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Upper (1.5 m MLLW),barnacle,40
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Upper (1.5 m MLLW),Endocladia muricata,4
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Upper (1.5 m MLLW),Mytilus trossulus,28
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Upper (1.5 m MLLW),Odonthalia / Neorhodomela sp.,12
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Upper (1.5 m MLLW),Polyostea / Polysiphonia sp.,20
AKP_B10_RI_04,Amalik Bay,7/14/2018,2018,12,Upper (1.5 m MLLW),Soranthera ulvoidea,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Mid (0.5 m MLLW),Acrosiphonia sp.,32
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Mid (0.5 m MLLW),Alaria marginata,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Mid (0.5 m MLLW),bare substrate,48
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Mid (0.5 m MLLW),barnacle,8
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania sp.,8
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Mid (0.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Mid (0.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),Acrosiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),Alaria marginata,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),bare substrate,8
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),barnacle,8
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania sp.,8
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),encrusting coralline algae,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),Fucus distichus,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),Melanosiphon / Scytosiphon sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),Mytilus trossulus,76
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),Odonthalia / Neorhodomela sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),Polyostea / Polysiphonia sp.,36
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),Saccharina latissima,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,1,Upper (1.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Mid (0.5 m MLLW),Acrosiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Mid (0.5 m MLLW),Alaria marginata,12
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Mid (0.5 m MLLW),bare substrate,12
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Mid (0.5 m MLLW),barnacle,84
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Mid (0.5 m MLLW),Boreophyllum / Pyropia / Wildemania sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Mid (0.5 m MLLW),encrusting coralline algae,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Mid (0.5 m MLLW),Fucus distichus,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Mid (0.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Mid (0.5 m MLLW),Odonthalia / Neorhodomela sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Mid (0.5 m MLLW),Ulva / Monostroma sp.,8
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Upper (1.5 m MLLW),bare substrate,68
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Upper (1.5 m MLLW),barnacle,8
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania sp.,24
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Upper (1.5 m MLLW),Fucus distichus,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Upper (1.5 m MLLW),Mytilus trossulus,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,2,Upper (1.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Mid (0.5 m MLLW),Acrosiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Mid (0.5 m MLLW),Alaria marginata,16
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Mid (0.5 m MLLW),Anthopleura elegantissima,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Mid (0.5 m MLLW),bare substrate,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Mid (0.5 m MLLW),barnacle,80
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Mid (0.5 m MLLW),encrusting coralline algae,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Mid (0.5 m MLLW),Odonthalia / Neorhodomela sp.,8
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Mid (0.5 m MLLW),Polyostea / Polysiphonia sp.,44
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Mid (0.5 m MLLW),Ulva / Monostroma sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Upper (1.5 m MLLW),Acrosiphonia sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Upper (1.5 m MLLW),bare substrate,28
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Upper (1.5 m MLLW),barnacle,12
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Upper (1.5 m MLLW),Boreophyllum / Pyropia / Wildemania sp.,4
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Upper (1.5 m MLLW),Mytilus trossulus,68
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,3,Upper (1.5 m MLLW),Polyostea / Polysiphonia sp.,8
AKP_B10_RI_04,Amalik Bay,7/4/2019,2019,4,Mid (0.5 m MLLW),Acrosiphonia sp.,4
